entity_type,provider_credentials,state,postal_code,deactivation_date,activation_date,gender,name_prefix,is_sole_proprietor,county_id,id,name
1,D.O,TX,78750,,,M,DR.,N,48453,48,Texas
2,,TX,77003,,,,,,48201,48,Texas
1,PA,TX,79501,,,M,,N,48253,48,Texas
2,,TX,77006,,,,,,48201,48,Texas
2,,TX,78516,,,,,,48215,48,Texas
1,,TX,77494,,,F,,N,County not found.,48,Texas
1,,TX,78154,,,F,,N,48187,48,Texas
1,L.P.C.,TX,78109,,,F,MRS.,Y,48029,48,Texas
1,LCSW,TX,78229,,,F,,Y,48029,48,Texas
1,M.D.,TX,77702,,,M,DR.,N,48245,48,Texas
2,,TX,75088,,,,,,48113,48,Texas
2,,TX,75237,,,,,,48113,48,Texas
1,DO,TX,78234,,,M,,N,48029,48,Texas
2,,TX,78521,,,,,,48061,48,Texas
1,CST,TX,75075,,,F,,Y,48113,48,Texas
1,D.O.,TX,79920,,,M,DR.,N,48141,48,Texas
1,DDS,TX,75231,,,M,DR.,Y,48113,48,Texas
2,,TX,79107,,,,,,48375,48,Texas
2,,TX,77005,,,,,,48207,48,Texas
1,MD,TX,75231,,,M,,N,48113,48,Texas
1,M.D,TX,78258,,,M,,N,48029,48,Texas
1,PSY.D.,TX,76544,,,M,DR.,N,48099,48,Texas
1,PH.D.,TX,75020,03/16/2006,03/21/2006,F,DR.,X,48181,48,Texas
2,,TX,78596,,,,,,48215,48,Texas
1,MD,TX,77030,,,M,,N,48201,48,Texas
1,PTA,TX,76016,,,F,,Y,48439,48,Texas
2,,TX,79606,,,,,,48441,48,Texas
2,,TX,77474,,,,,,48089,48,Texas
1,DO,TX,77079,,,M,,N,48201,48,Texas
1,"PHD,PMHNP-BC",TX,78640,,,F,DR.,N,48055,48,Texas
1,M.D.,TX,78654,,,F,DR.,N,48031,48,Texas
2,,TX,78746,,,,,,48453,48,Texas
2,,TX,78657,,,,,,County not found.,48,Texas
1,PA-C,TX,75216,,,F,MS.,N,48113,48,Texas
2,,TX,76016,,,,,,48439,48,Texas
2,,TX,75234,,,,,,48113,48,Texas
2,,TX,76442,,,,,,48133,48,Texas
1,MD,TX,75035,,,M,,Y,County not found.,48,Texas
1,M.D.,TX,76384,,,F,,Y,48487,48,Texas
1,M.S.,TX,78746,,,F,,Y,48453,48,Texas
2,,TX,76092,,,,,,48439,48,Texas
1,"MD, PC",TX,78539,,,M,,Y,48215,48,Texas
1,CRNA,TX,75243,,,M,PROF.,N,48113,48,Texas
2,,TX,77030,,,,,,48201,48,Texas
1,M.D,TX,77058,,,M,DR.,N,48201,48,Texas
1,NP,TX,77833,,,F,MISS,N,48477,48,Texas
1,LMSW,TX,77006,,,F,,N,48201,48,Texas
1,,TX,78212,,,F,MISS,Y,48029,48,Texas
1,M.D.,TX,78215,,,M,DR.,N,48029,48,Texas
2,,TX,79605,,,,,,48441,48,Texas
2,,TX,77071,,,,,,48201,48,Texas
1,LPC,TX,78701,,,F,,Y,48453,48,Texas
1,RPH,TX,77586,,,M,MR.,N,48201,48,Texas
1,LCSW,TX,77074,,,F,,N,48201,48,Texas
1,"RD, LD",TX,76132,,,F,,N,48439,48,Texas
1,D.D.S.,TX,75019,,,M,DR.,N,48113,48,Texas
1,ED.D.,TX,78504,,,M,DR.,Y,48215,48,Texas
2,,TX,76002,,,,,,County not found.,48,Texas
1,M.D.,TX,79905,,,M,DR.,N,48141,48,Texas
1,M.D.,TX,77304,,,M,,N,48339,48,Texas
1,"M.D., P.C.",TX,75604,,,M,DR.,Y,48183,48,Texas
1,MD,TX,75243,,,M,,N,48113,48,Texas
2,,TX,76082,,,,,,48497,48,Texas
2,,TX,77304,,,,,,48339,48,Texas
1,"LAT, COF",TX,75075,,,M,,Y,48113,48,Texas
1,PH D,TX,78501,,,M,,Y,48215,48,Texas
1,MS,TX,77054,,,F,MS.,N,48201,48,Texas
2,,TX,79902,,,,,,48141,48,Texas
2,,TX,78626,,,,,,48491,48,Texas
2,,TX,77057,,,,,,48201,48,Texas
1,"LPC, MAC",TX,78642,,,F,,Y,48491,48,Texas
1,FNP-C,TX,79109,,,F,,N,48375,48,Texas
1,PHARMACIST,TX,78236,,,M,DR.,Y,48029,48,Texas
1,PT,TX,75035,,,M,MR.,Y,County not found.,48,Texas
1,PA-C,TX,77076,,,M,,N,48201,48,Texas
1,NP,TX,78758,,,F,,N,48453,48,Texas
2,,TX,77020,,,,,,48201,48,Texas
2,,TX,75251,,,,,,48113,48,Texas
1,M.D.,TX,76513,,,M,DR.,Y,48027,48,Texas
1,"NCC, LPC, LCDC",TX,75219,,,F,MS.,Y,48113,48,Texas
1,MD,TX,75044,,,F,DR.,N,48113,48,Texas
1,DMD,TX,78251,,,F,DR.,N,48029,48,Texas
1,,TX,75043,,,M,MR.,Y,48113,48,Texas
1,DDS,TX,78701,,,M,DR.,Y,48453,48,Texas
1,,TX,78045,,,M,,N,County not found.,48,Texas
2,,TX,76502,,,,,,48027,48,Texas
1,MD,TX,75601,,,M,,N,48183,48,Texas
1,,TX,78411,,,M,MR.,N,48355,48,Texas
1,M.D.,TX,77030,,,M,,N,48201,48,Texas
1,M.D.,TX,76502,,,M,DR.,Y,48027,48,Texas
1,DDS,TX,75019,,,F,,N,48113,48,Texas
1,,TX,76544,,,F,,N,48099,48,Texas
2,,TX,77031,,,,,,48157,48,Texas
2,,TX,77015,,,,,,48201,48,Texas
1,LCSW,TX,76504,,,F,,N,48029,48,Texas
1,"PT, LMT",TX,77055,,,F,DR.,Y,48201,48,Texas
1,DO,TX,78758,,,F,,N,48453,48,Texas
1,M.D.,TX,77014,,,M,DR.,Y,48201,48,Texas
2,,TX,79701,,,,,,48329,48,Texas
1,MD,TX,77030,,,F,DR.,N,48201,48,Texas
2,,TX,79410,,,,,,48303,48,Texas
1,LBSW,TX,78251,,,F,MS.,Y,48029,48,Texas
1,M.D.,TX,75039,,,M,,N,48113,48,Texas
2,,TX,76508,,,,,,48027,48,Texas
1,LPC,TX,75034,,,F,,Y,48121,48,Texas
2,,TX,77381,,,,,,48339,48,Texas
1,M.D.,TX,77384,,,M,DR.,Y,48339,48,Texas
1,,TX,78234,,,M,,N,48029,48,Texas
1,,TX,78236,,,M,DR.,N,48029,48,Texas
2,,TX,78229,,,,,,48029,48,Texas
1,DO,TX,78702,,,M,DR.,N,48453,48,Texas
2,,TX,77545,,,,,,48157,48,Texas
1,SLP,TX,78577,,,F,MRS.,N,48215,48,Texas
1,MD,TX,77901,,,F,DR.,N,48469,48,Texas
1,M.D.,TX,77025,,,M,DR.,N,48201,48,Texas
2,,TX,78223,,,,,,48029,48,Texas
1,MA LPC,TX,78723,,,F,MS.,Y,48453,48,Texas
1,DDS,TX,78758,,,F,DR.,N,48453,48,Texas
2,,TX,77380,,,,,,48339,48,Texas
1,M.D.,TX,79102,,,F,DR.,Y,48375,48,Texas
1,"MS, BCBA",TX,75063,,,F,,N,48113,48,Texas
2,,TX,77055,,,,,,48201,48,Texas
1,NURSE PRACTITIONER,TX,77954,,,M,,N,48123,48,Texas
1,DDS,TX,77077,,,F,DR.,Y,48201,48,Texas
2,,TX,79521,,,,,,48447,48,Texas
2,,TX,77091,,,,,,48201,48,Texas
2,,TX,77901,,,,,,48469,48,Texas
1,FNP,TX,77521,,,F,,N,48071,48,Texas
2,,TX,77494,,,,,,County not found.,48,Texas
2,,TX,78016,,,,,,48325,48,Texas
1,MD,TX,75057,,,M,,N,48121,48,Texas
1,MD,TX,75216,,,M,,N,48113,48,Texas
1,LVN,TX,75028,,,F,,Y,48121,48,Texas
2,,TX,78703,,,,,,48453,48,Texas
1,MS RD LD CDE,TX,77498,,,F,MRS.,N,County not found.,48,Texas
2,,TX,77449,,,,,,48157,48,Texas
2,,TX,75093,,,,,,48121,48,Texas
1,MD,TX,77030,,,F,,N,48201,48,Texas
1,OT,TX,78229,,,F,,N,48029,48,Texas
1,LPC,TX,78224,,,M,MR.,Y,48029,48,Texas
2,,TX,76205,,,,,,48121,48,Texas
1,DDS,TX,76013,,,M,DR.,Y,48439,48,Texas
1,MD,TX,77555,,,F,,N,County not found.,48,Texas
2,,TX,76116,,,,,,48439,48,Texas
2,,TX,76132,,,,,,48439,48,Texas
1,"RN, FNP-BC",TX,77049,,,F,,N,48201,48,Texas
1,M.D.,TX,78229,,,F,DR.,N,48029,48,Texas
1,M.D.,TX,75240,,,M,,N,48113,48,Texas
2,,TX,76308,,,,,,48485,48,Texas
1,DDS,TX,76034,,,M,,Y,48439,48,Texas
2,,TX,78731,,,,,,48453,48,Texas
1,MD,TX,77030,,,M,,N,48201,48,Texas
2,,TX,77036,,,,,,48201,48,Texas
2,,TX,77089,,,,,,48201,48,Texas
2,,TX,78750,,,,,,48453,48,Texas
1,M.D.,TX,75208,,,F,,N,48113,48,Texas
1,MD,TX,78028,,,F,DR.,N,48029,48,Texas
2,,TX,75002,,,,,,48085,48,Texas
1,,TX,77030,,,M,,Y,48201,48,Texas
1,IDMT,TX,78227,,,F,,N,48029,48,Texas
2,,TX,77301,,,,,,48339,48,Texas
1,OTR,TX,78758,,,F,MS.,N,48453,48,Texas
2,,TX,75052,,,,,,48113,48,Texas
1,D.C.,TX,76008,,,M,DR.,Y,48439,48,Texas
1,M.D.,TX,78258,,,F,DR.,N,48029,48,Texas
1,M.D.,TX,75390,,,F,DR.,N,County not found.,48,Texas
1,RDH,TX,75019,,,F,MRS.,N,48113,48,Texas
2,,TX,77090,,,,,,48201,48,Texas
1,,TX,78244,,,M,,Y,48029,48,Texas
1,,TX,78231,,,M,,N,48029,48,Texas
1,,TX,78108,,,F,,N,48187,48,Texas
1,RPH,TX,77090,,,M,,Y,48201,48,Texas
1,D.D.S.,TX,75789,,,M,DR.,Y,48401,48,Texas
1,PT,TX,77584,,,F,,Y,48039,48,Texas
2,,TX,79603,,,,,,48441,48,Texas
1,CNIM,TX,75205,,,M,,Y,48113,48,Texas
1,MD,TX,78404,,,M,DR.,N,48355,48,Texas
2,,TX,77082,,,,,,48157,48,Texas
2,,TX,75028,,,,,,48121,48,Texas
2,,TX,75006,,,,,,48113,48,Texas
1,MSN,TX,77054,,,F,,N,48201,48,Texas
1,D.O.,TX,75043,,,M,DR.,N,48113,48,Texas
1,MD,TX,75460,,,M,,N,48277,48,Texas
1,D.D.S.,TX,75042,,,M,,N,48773,48,Texas
1,MD,TX,77007,,,M,MR.,Y,48201,48,Texas
1,"BS, EIS",TX,75080,,,F,,N,48113,48,Texas
2,,TX,77598,,,,,,48201,48,Texas
2,,TX,79088,,,,,,48437,48,Texas
1,AUD,TX,78249,,,F,,N,48029,48,Texas
1,DDS,TX,75961,,,M,DR.,Y,48347,48,Texas
2,,TX,78224,,,,,,48029,48,Texas
1,M.D.,TX,78041,,,M,DR.,X,48479,48,Texas
2,,TX,77036,,,,,,48201,48,Texas
1,D.O.,TX,77555,,,F,,Y,County not found.,48,Texas
1,,TX,78404,,,M,,Y,48355,48,Texas
1,MD,TX,77030,,,F,,N,48201,48,Texas
2,,TX,79095,,,,,,48087,48,Texas
1,M.D.,TX,77555,,,M,,N,County not found.,48,Texas
2,,TX,77007,,,,,,48201,48,Texas
1,M.D.,TX,77384,,,M,DR.,N,48339,48,Texas
1,DDS,TX,77057,,,M,MR.,N,48201,48,Texas
1,M.D.,TX,75701,,,M,DR.,N,48423,48,Texas
1,COTA,TX,77802,,,F,,Y,48041,48,Texas
1,LPC,TX,78550,,,M,,Y,48061,48,Texas
1,"PSY.D., LCSW",TX,78207,,,F,,Y,48029,48,Texas
1,MD,TX,76012,,,M,,N,48439,48,Texas
1,P.T.,TX,78232,,,F,,N,48029,48,Texas
1,M.D.,TX,77584,,,M,,N,48039,48,Texas
1,PAC,TX,79821,,,M,,N,48141,48,Texas
1,LCSW,TX,76543,,,M,MR.,Y,48027,48,Texas
1,M.D.,TX,78957,,,M,DR.,N,48149,48,Texas
2,,TX,75501,,,,,,48037,48,Texas
1,CSFA,TX,77005,,,F,MS.,N,48207,48,Texas
1,,TX,77845,,,F,MRS.,N,County not found.,48,Texas
2,,TX,76132,,,,,,48439,48,Texas
1,FNP,TX,78666,,,F,,N,48187,48,Texas
1,M.D.,TX,75205,,,M,DR.,Y,48113,48,Texas
2,,TX,75104,,,,,,48113,48,Texas
2,,TX,75115,,,,,,48113,48,Texas
1,LPC,TX,76904,,,F,,Y,48451,48,Texas
1,,TX,77017,,,M,,Y,48201,48,Texas
1,MD,TX,77598,,,F,,N,48201,48,Texas
1,D.D.S.,TX,77355,,,M,DR.,N,48339,48,Texas
1,CRNA,TX,75235,,,M,,N,48113,48,Texas
2,,TX,78232,,,,,,48029,48,Texas
2,,TX,77063,,,,,,48201,48,Texas
1,PA-C,TX,78229,,,F,,N,48029,48,Texas
1,PH.D.,TX,77204,,,M,DR.,Y,48201,48,Texas
1,M.D.,TX,75115,,,M,,N,48113,48,Texas
1,DDS,TX,75028,,,M,,N,48121,48,Texas
1,SLP,TX,77833,,,F,,N,48477,48,Texas
2,,TX,79106,,,,,,48375,48,Texas
2,,TX,77708,,,,,,48245,48,Texas
2,,TX,79416,,,,,,48303,48,Texas
2,,TX,78230,,,,,,48029,48,Texas
1,P. T.,TX,76508,,,M,MR.,N,48027,48,Texas
1,MD,TX,76707,,,F,,N,48309,48,Texas
1,M.D.,TX,75230,,,M,,Y,48113,48,Texas
2,,TX,75763,,,,,,48001,48,Texas
1,,TX,75216,,,M,MR.,Y,48113,48,Texas
1,DDS,TX,77573,,,M,DR.,Y,48167,48,Texas
2,,TX,75140,,,,,,48113,48,Texas
1,M.D.,TX,77555,,,F,DR.,Y,County not found.,48,Texas
2,,TX,78526,,,,,,48061,48,Texas
1,M.D.,TX,77521,,,M,,Y,48071,48,Texas
2,,TX,77054,,,,,,48201,48,Texas
2,,TX,78009,,,,,,48325,48,Texas
1,,TX,76384,,,M,MR.,Y,48487,48,Texas
1,B.A.,TX,75208,,,F,MRS.,N,48113,48,Texas
1,MD,TX,77058,,,M,DR.,N,48201,48,Texas
2,,TX,77027,,,,,,48201,48,Texas
1,PT,TX,78205,,,F,,N,48029,48,Texas
2,,TX,77445,,,,,,48473,48,Texas
2,,TX,76710,,,,,,48309,48,Texas
1,MD,TX,77521,,,M,DR.,N,48071,48,Texas
1,"M.ED, LPC",TX,78704,,,F,MS.,Y,48453,48,Texas
1,NP,TX,78211,,,F,,N,48029,48,Texas
1,M.D.,TX,77030,,,F,,N,48201,48,Texas
2,,TX,75227,,,,,,48113,48,Texas
1,,TX,76067,,,M,MR.,Y,48363,48,Texas
1,MD,TX,76109,,,F,,N,48439,48,Texas
1,OTR,TX,78216,,,F,MRS.,N,48029,48,Texas
2,,TX,77025,,,,,,48201,48,Texas
1,MD,TX,77598,,,F,,N,48201,48,Texas
1,M.D.,TX,76508,,,M,,N,48027,48,Texas
2,,TX,75224,,,,,,48113,48,Texas
2,,TX,78209,,,,,,48029,48,Texas
2,,TX,78229,,,,,,48029,48,Texas
1,CRNA,TX,78229,,,F,,N,48029,48,Texas
2,,TX,78414,,,,,,48315,48,Texas
1,PA,TX,77581,,,F,,N,48039,48,Texas
1,CRNA,TX,77802,,,M,MR.,N,48041,48,Texas
1,MDPA,TX,77494,,,M,DR.,Y,County not found.,48,Texas
1,,TX,78738,,,F,,N,48453,48,Texas
2,,TX,77630,,,,,,48361,48,Texas
1,,TX,77084,,,F,,N,48201,48,Texas
1,M.D.,TX,78759,,,F,DR.,Y,48453,48,Texas
2,,TX,77478,,,,,,48157,48,Texas
1,LMSW,TX,78572,,,F,MRS.,N,48215,48,Texas
2,,TX,75460,,,,,,48277,48,Texas
1,PH.D.,TX,77030,,,F,,N,48201,48,Texas
1,MD,TX,76801,,,M,,N,48083,48,Texas
2,,TX,78504,,,,,,48215,48,Texas
1,NP,TX,75019,,,F,,N,48113,48,Texas
1,M.D.,TX,78236,,,F,,X,48029,48,Texas
1,MD,TX,75390,,,F,,N,County not found.,48,Texas
1,LPC,TX,76119,,,F,MRS.,N,48439,48,Texas
1,D.D.S,TX,75254,,,F,MRS.,Y,County not found.,48,Texas
1,APN FNP,TX,78752,,,F,,N,48455,48,Texas
1,M.D.,TX,75075,,,M,DR.,N,48113,48,Texas
1,LCSW,TX,76109,,,F,,Y,48439,48,Texas
2,,TX,78610,,,,,,48453,48,Texas
1,M.D.,TX,75235,,,F,,N,48113,48,Texas
1,OD,TX,77493,,,F,DR.,N,County not found.,48,Texas
1,D.C.,TX,75019,,,M,DR.,N,48113,48,Texas
2,,TX,79902,,,,,,48141,48,Texas
1,M.D.,TX,75067,,,M,,N,48113,48,Texas
2,,TX,77071,,,,,,48201,48,Texas
1,LPC,TX,78230,,,F,,Y,48029,48,Texas
1,M.D.,TX,76401,,,M,DR.,Y,48143,48,Texas
2,,TX,78665,,,,,,48031,48,Texas
2,,TX,77479,,,,,,48157,48,Texas
1,M.D.,TX,75248,,,M,DR.,Y,48113,48,Texas
2,,TX,78550,,,,,,48061,48,Texas
1,MD,TX,79045,,,M,DR.,Y,48117,48,Texas
1,MD,TX,77401,,,F,,N,48201,48,Texas
1,LCDC,TX,77061,,,F,MRS.,Y,48201,48,Texas
2,,TX,78501,,,,,,48215,48,Texas
1,M.D.,TX,77030,,,F,,Y,48201,48,Texas
2,,TX,76132,,,,,,48439,48,Texas
1,LCSW,TX,78212,,,F,,Y,48029,48,Texas
2,,TX,76092,,,,,,48439,48,Texas
2,,TX,78229,,,,,,48029,48,Texas
1,PA-C,TX,77043,,,M,,N,48201,48,Texas
2,,TX,77571,,,,,,48201,48,Texas
1,"MA, CCC-SLP",TX,76085,,,F,,Y,County not found.,48,Texas
1,M.S. CCC SLP,TX,75089,,,F,MRS.,Y,48085,48,Texas
2,,TX,76426,,,,,,County not found.,48,Texas
2,,TX,77479,,,,,,48157,48,Texas
2,,TX,76308,,,,,,48485,48,Texas
1,M.D.,TX,76544,,,F,,N,48099,48,Texas
2,,TX,76112,,,,,,48439,48,Texas
2,,TX,78216,,,,,,48029,48,Texas
2,,TX,77074,,,,,,48201,48,Texas
1,M.D.,TX,78745,,,M,DR.,N,48453,48,Texas
2,,TX,75248,,,,,,48113,48,Texas
2,,TX,76706,,,,,,48309,48,Texas
2,,TX,75051,,,,,,48113,48,Texas
2,,TX,76180,,,,,,48439,48,Texas
1,"RN, FNP-BC",TX,75220,,,F,MRS.,N,48113,48,Texas
1,DDS,TX,78028,,,F,,N,48029,48,Texas
1,M.D.,TX,78748,,,F,DR.,N,48453,48,Texas
1,MD,TX,76104,,,M,DR.,N,48439,48,Texas
1,,TX,76107,,,F,,X,48439,48,Texas
1,MD,TX,78411,,,M,,Y,48355,48,Texas
2,,TX,78702,,,,,,48453,48,Texas
2,,TX,78006,,,,,,48029,48,Texas
2,,TX,76541,,,,,,48027,48,Texas
2,,TX,77009,,,,,,48201,48,Texas
2,,TX,78748,,,,,,48453,48,Texas
1,PHARMD,TX,76504,,,F,DR.,N,48029,48,Texas
1,"MA, LPC",TX,78703,,,M,,Y,48453,48,Texas
2,,TX,79904,,,,,,48141,48,Texas
2,,TX,78223,,,,,,48029,48,Texas
1,,TX,78245,,,F,,N,48029,48,Texas
2,,TX,75013,,,,,,County not found.,48,Texas
2,,TX,75247,,,,,,48113,48,Texas
1,PT,TX,75034,,,F,,Y,48121,48,Texas
1,LPC,TX,78664,,,F,,N,48491,48,Texas
1,O.D.,TX,79918,,,F,DR.,N,48141,48,Texas
2,,TX,76021,,,,,,48439,48,Texas
2,,TX,76137,,,,,,48439,48,Texas
1,D.C.,TX,75418,,,M,DR.,N,48147,48,Texas
1,M.D.,TX,76107,,,M,DR.,N,48439,48,Texas
1,D.O.,TX,76015,,,F,DR.,Y,48439,48,Texas
1,CRNA,TX,78705,,,M,,N,48453,48,Texas
2,,TX,77002,,,,,,48201,48,Texas
1,1045861,TX,78217,,,M,MR.,N,48029,48,Texas
2,,TX,75225,,,,,,48113,48,Texas
1,D.C.,TX,76308,,,M,DR.,N,48485,48,Texas
2,,TX,78745,,,,,,48453,48,Texas
1,"P.T., D.P.T.",TX,78664,,,M,DR.,N,48491,48,Texas
1,LVN,TX,78516,,,M,,Y,48215,48,Texas
1,MD,TX,77030,,,F,,N,48201,48,Texas
2,,TX,78256,,,,,,48029,48,Texas
2,,TX,78861,,,,,,48325,48,Texas
1,DDS,TX,78006,,,M,DR.,N,48029,48,Texas
2,,TX,77074,,,,,,48201,48,Texas
2,,TX,78413,,,,,,48355,48,Texas
2,,TX,78501,,,,,,48215,48,Texas
1,M.D.,TX,76508,,,F,,Y,48027,48,Texas
1,RN,TX,77546,,,F,,N,48039,48,Texas
1,SLP,TX,75703,,,F,MRS.,N,48423,48,Texas
1,M.D.,TX,77004,,,F,,N,48201,48,Texas
2,,TX,75082,,,,,,48113,48,Texas
1,D.O.,TX,75231,,,M,DR.,N,48113,48,Texas
1,,TX,77083,,,F,,Y,48157,48,Texas
1,SLP,TX,78584,,,F,MRS.,N,48427,48,Texas
1,"RD, LD",TX,78704,,,F,,Y,48453,48,Texas
1,"M.A., LCDC",TX,78746,,,F,,N,48453,48,Texas
1,"M.D., P.A.",TX,75035,,,M,DR.,X,County not found.,48,Texas
2,,TX,76244,,,,,,County not found.,48,Texas
1,M.D.,TX,75013,,,M,DR.,Y,County not found.,48,Texas
1,APRN-BC,TX,75852,,,F,,N,48289,48,Texas
1,"MD, PHD",TX,77030,,,M,DR.,Y,48201,48,Texas
2,,TX,75043,,,,,,48113,48,Texas
1,M.D.,TX,76543,,,F,,N,48027,48,Texas
1,ACNP-BC,TX,79821,,,M,,N,48141,48,Texas
1,DDS MS,TX,75160,,,M,,N,48287,48,Texas
2,,TX,79902,,,,,,48141,48,Texas
1,FNP,TX,78215,,,M,,N,48029,48,Texas
2,,TX,75904,,,,,,County not found.,48,Texas
1,MD,TX,78664,,,M,,X,48491,48,Texas
2,,TX,76249,,,,,,48121,48,Texas
2,,TX,78245,,,,,,48029,48,Texas
2,,TX,79501,,,,,,48253,48,Texas
1,PA-C,TX,76104,,,F,MS.,N,48439,48,Texas
1,M.D,TX,75390,,,M,DR.,N,County not found.,48,Texas
1,MD,TX,78705,,,M,DR.,N,48453,48,Texas
1,PHARM. D.,TX,75219,,,F,DR.,N,48113,48,Texas
1,LVN,TX,75150,,,F,MRS.,Y,48113,48,Texas
1,PHD,TX,78213,,,F,DR.,N,48029,48,Texas
1,M.D.,TX,76180,,,F,DR.,Y,48439,48,Texas
1,D.D.S.,TX,77479,,,M,DR.,Y,48157,48,Texas
1,"PT, NCS",TX,77598,,,F,MRS.,N,48201,48,Texas
1,,TX,77339,,,M,,N,48339,48,Texas
2,,TX,75013,,,,,,County not found.,48,Texas
1,PTA,TX,75070,,,F,,N,48113,48,Texas
1,DDS,TX,77008,,,M,DR.,N,48201,48,Texas
1,M.D.,TX,76544,,,M,DR.,X,48099,48,Texas
2,,TX,78230,,,,,,48029,48,Texas
1,P.A.,TX,77478,,,F,,X,48157,48,Texas
1,PTA,TX,77090,,,F,,N,48201,48,Texas
2,,TX,77030,,,,,,48201,48,Texas
1,D.D.S.,TX,76017,,,M,DR.,N,48439,48,Texas
1,D.D.S.,TX,75081,,,F,DR.,Y,48113,48,Texas
1,MD,TX,75013,,,M,,N,County not found.,48,Texas
1,ANP-C,TX,75231,,,F,,N,48113,48,Texas
1,FNP,TX,78251,,,F,,N,48029,48,Texas
1,"L.M.T., M.M.T.,MAT",TX,77019,,,F,,N,48201,48,Texas
1,"MD, PHD",TX,77030,,,M,,N,48201,48,Texas
2,,TX,78413,,,,,,48355,48,Texas
1,,TX,77083,,,F,,N,48157,48,Texas
2,,TX,76009,,,,,,48251,48,Texas
1,PA,TX,75762,,,M,,N,48426,48,Texas
2,,TX,77098,,,,,,48201,48,Texas
1,L.C.S.W.,TX,77471,,,F,,N,48157,48,Texas
2,,TX,77002,,,,,,48201,48,Texas
2,,TX,79323,,,,,,48501,48,Texas
1,"RN, MSN, CFNP, CPN",TX,78405,,,M,MR.,N,48355,48,Texas
1,"D.D.S., M.D.",TX,75235,,,M,,N,48113,48,Texas
1,DPT,TX,77380,,,F,,N,48339,48,Texas
2,,TX,79915,,,,,,48141,48,Texas
2,,TX,76006,,,,,,48439,48,Texas
1,OTR/L,TX,77478,,,F,,N,48157,48,Texas
1,"MA, CNS, DACBN",TX,78613,,,F,,Y,48453,48,Texas
1,O.D.,TX,75474,,,M,DR.,N,48231,48,Texas
2,,TX,78217,,,,,,48029,48,Texas
2,,TX,76301,,,,,,48485,48,Texas
1,M.D.,TX,76543,,,M,DR.,N,48027,48,Texas
1,M.D.,TX,78411,,,M,,N,48355,48,Texas
2,,TX,78230,,,,,,48029,48,Texas
1,"B.S.N., B.A., R.N.",TX,76104,,,F,MRS.,Y,48439,48,Texas
1,LMFT,TX,76513,,,F,,N,48027,48,Texas
1,,TX,75019,,,F,,N,48113,48,Texas
2,,TX,75234,,,,,,48113,48,Texas
1,M.D.,TX,75860,,,M,DR.,Y,48161,48,Texas
1,"MA, LPC, NCC, MBA",TX,78217,,,F,MS.,Y,48029,48,Texas
1,CRNA,TX,78705,,,F,,N,48453,48,Texas
2,,TX,75039,,,,,,48113,48,Texas
1,"PT, MPT",TX,78664,,,M,,N,48491,48,Texas
1,MD,TX,78207,,,M,,N,48029,48,Texas
2,,TX,77063,,,,,,48201,48,Texas
1,M.D.,TX,77030,,,F,,N,48201,48,Texas
1,LPC,TX,78240,,,M,,N,48029,48,Texas
2,,TX,77089,,,,,,48201,48,Texas
1,MD,TX,76107,,,M,,N,48439,48,Texas
1,MD,TX,77598,,,M,DR.,N,48201,48,Texas
1,"DNP, AGACNP-BC, NP-C",TX,75022,,,F,DR.,N,County not found.,48,Texas
2,,TX,79007,,,,,,48233,48,Texas
1,MD,TX,75390,,,M,DR.,N,County not found.,48,Texas
2,,TX,76701,,,,,,48309,48,Texas
1,M.D.,TX,79905,,,M,DR.,Y,48141,48,Texas
1,RPH,TX,78226,,,M,,N,48029,48,Texas
1,M.D.,TX,78758,,,F,DR.,Y,48453,48,Texas
1,DO,TX,78405,,,M,DR.,N,48355,48,Texas
1,MD,TX,79106,,,M,,N,48375,48,Texas
1,D.D.S.,TX,76012,,,M,DR.,N,48439,48,Texas
1,P.T.,TX,78229,,,M,MR.,X,48029,48,Texas
2,,TX,77506,,,,,,48201,48,Texas
1,P.A.,TX,75503,,,F,,N,48037,48,Texas
1,M.S.,TX,77030,,,F,MS.,N,48201,48,Texas
1,,TX,78582,,,F,,Y,48505,48,Texas
2,,TX,76252,,,,,,48337,48,Texas
1,M.D.,TX,77304,,,M,,N,48339,48,Texas
1,DDS,TX,77414,,,M,,N,48321,48,Texas
2,,TX,75024,,,,,,48085,48,Texas
1,,TX,78758,,,F,,N,48453,48,Texas
1,RN FNP-C,TX,79501,,,F,,Y,48253,48,Texas
1,EDD LPC,TX,79410,,,M,,N,48303,48,Texas
2,,TX,78834,,,,,,48325,48,Texas
2,,TX,75025,,,,,,48085,48,Texas
1,MD,TX,75390,,,M,DR.,N,County not found.,48,Texas
1,LCSW,TX,78745,,,F,MRS.,Y,48453,48,Texas
2,,TX,75163,,,,,,48213,48,Texas
2,,TX,75701,,,,,,48423,48,Texas
1,RN,TX,76544,,,F,MRS.,N,48099,48,Texas
1,NP,TX,77065,,,F,,N,48201,48,Texas
1,D.D.S,TX,76133,,,M,DR.,N,48439,48,Texas
2,,TX,75090,,,,,,48181,48,Texas
1,LPC,TX,78418,,,M,MR.,Y,48355,48,Texas
1,M.D.,TX,77550,,,M,,N,48167,48,Texas
1,"ATC, LAT",TX,79015,,,F,,Y,48381,48,Texas
2,,TX,78539,,,,,,48215,48,Texas
1,,TX,75252,,,F,,N,48113,48,Texas
2,,TX,77006,,,,,,48201,48,Texas
